Date,Time,L/S,Trade #,Valid Entry?,MAE (pts),MFE (pts),Trade Outcome,,Real $ Premium Scaling,,,Real $ Speed Scaling,,,,,Hour,Win Streak (YES),Loss Streak (YES),,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
